	value	id	patient_id	channel	patient_type	cell_id
3560	0.0	227	C03	NDUFB8_MCLASS_OVEREXP	control	C03_227
3564	0.0	228	C03	NDUFB8_MCLASS_OVEREXP	control	C03_228
3568	0.0	229	C03	NDUFB8_MCLASS_OVEREXP	control	C03_229
3572	0.0	230	C03	NDUFB8_MCLASS_OVEREXP	control	C03_230
3576	0.0	231	C03	NDUFB8_MCLASS_OVEREXP	control	C03_231
3580	0.0	232	C03	NDUFB8_MCLASS_OVEREXP	control	C03_232
3584	0.0	233	C03	NDUFB8_MCLASS_OVEREXP	control	C03_233
3588	0.0	234	C03	NDUFB8_MCLASS_OVEREXP	control	C03_234
3592	0.0	235	C03	NDUFB8_MCLASS_OVEREXP	control	C03_235
3596	0.0	236	C03	NDUFB8_MCLASS_OVEREXP	control	C03_236
3600	0.0	237	C03	NDUFB8_MCLASS_OVEREXP	control	C03_237
3604	0.0	238	C03	NDUFB8_MCLASS_OVEREXP	control	C03_238
3608	0.0	239	C03	NDUFB8_MCLASS_OVEREXP	control	C03_239
3612	0.0	240	C03	NDUFB8_MCLASS_OVEREXP	control	C03_240
3616	0.0	241	C03	NDUFB8_MCLASS_OVEREXP	control	C03_241
3620	0.0	242	C03	NDUFB8_MCLASS_OVEREXP	control	C03_242
3624	0.0	243	C03	NDUFB8_MCLASS_OVEREXP	control	C03_243
3628	0.0	244	C03	NDUFB8_MCLASS_OVEREXP	control	C03_244
3632	0.0	245	C03	NDUFB8_MCLASS_OVEREXP	control	C03_245
3636	0.0	246	C03	NDUFB8_MCLASS_OVEREXP	control	C03_246
3640	0.0	247	C03	NDUFB8_MCLASS_OVEREXP	control	C03_247
3644	0.0	248	C03	NDUFB8_MCLASS_OVEREXP	control	C03_248
3648	0.0	249	C03	NDUFB8_MCLASS_OVEREXP	control	C03_249
3652	0.0	250	C03	NDUFB8_MCLASS_OVEREXP	control	C03_250
3656	0.0	251	C03	NDUFB8_MCLASS_OVEREXP	control	C03_251
3660	0.0	252	C03	NDUFB8_MCLASS_OVEREXP	control	C03_252
3664	0.0	253	C03	NDUFB8_MCLASS_OVEREXP	control	C03_253
3668	0.0	254	C03	NDUFB8_MCLASS_OVEREXP	control	C03_254
3672	0.0	255	C03	NDUFB8_MCLASS_OVEREXP	control	C03_255
3676	0.0	256	C03	NDUFB8_MCLASS_OVEREXP	control	C03_256
3680	0.0	257	C03	NDUFB8_MCLASS_OVEREXP	control	C03_257
3684	0.0	258	C03	NDUFB8_MCLASS_OVEREXP	control	C03_258
3688	0.0	259	C03	NDUFB8_MCLASS_OVEREXP	control	C03_259
3692	0.0	260	C03	NDUFB8_MCLASS_OVEREXP	control	C03_260
3696	0.0	261	C03	NDUFB8_MCLASS_OVEREXP	control	C03_261
3700	0.0	262	C03	NDUFB8_MCLASS_OVEREXP	control	C03_262
3704	0.0	263	C03	NDUFB8_MCLASS_OVEREXP	control	C03_263
3708	0.0	264	C03	NDUFB8_MCLASS_OVEREXP	control	C03_264
3712	0.0	265	C03	NDUFB8_MCLASS_OVEREXP	control	C03_265
3716	0.0	266	C03	NDUFB8_MCLASS_OVEREXP	control	C03_266
3720	0.0	267	C03	NDUFB8_MCLASS_OVEREXP	control	C03_267
3724	0.0	268	C03	NDUFB8_MCLASS_OVEREXP	control	C03_268
3728	0.0	269	C03	NDUFB8_MCLASS_OVEREXP	control	C03_269
3732	0.0	270	C03	NDUFB8_MCLASS_OVEREXP	control	C03_270
3736	0.0	271	C03	NDUFB8_MCLASS_OVEREXP	control	C03_271
3740	0.0	272	C03	NDUFB8_MCLASS_OVEREXP	control	C03_272
3744	0.0	273	C03	NDUFB8_MCLASS_OVEREXP	control	C03_273
3748	0.0	274	C03	NDUFB8_MCLASS_OVEREXP	control	C03_274
3752	0.0	275	C03	NDUFB8_MCLASS_OVEREXP	control	C03_275
3756	0.0	276	C03	NDUFB8_MCLASS_OVEREXP	control	C03_276
3760	0.0	277	C03	NDUFB8_MCLASS_OVEREXP	control	C03_277
3764	0.0	278	C03	NDUFB8_MCLASS_OVEREXP	control	C03_278
3768	0.0	279	C03	NDUFB8_MCLASS_OVEREXP	control	C03_279
3772	0.0	280	C03	NDUFB8_MCLASS_OVEREXP	control	C03_280
3776	0.0	281	C03	NDUFB8_MCLASS_OVEREXP	control	C03_281
3780	0.0	282	C03	NDUFB8_MCLASS_OVEREXP	control	C03_282
3784	0.0	283	C03	NDUFB8_MCLASS_OVEREXP	control	C03_283
3788	0.0	284	C03	NDUFB8_MCLASS_OVEREXP	control	C03_284
3792	0.0	285	C03	NDUFB8_MCLASS_OVEREXP	control	C03_285
3796	0.0	286	C03	NDUFB8_MCLASS_OVEREXP	control	C03_286
3800	0.0	287	C03	NDUFB8_MCLASS_OVEREXP	control	C03_287
3804	0.0	288	C03	NDUFB8_MCLASS_OVEREXP	control	C03_288
3808	0.0	289	C03	NDUFB8_MCLASS_OVEREXP	control	C03_289
3812	0.0	290	C03	NDUFB8_MCLASS_OVEREXP	control	C03_290
3816	0.0	291	C03	NDUFB8_MCLASS_OVEREXP	control	C03_291
3820	0.0	292	C03	NDUFB8_MCLASS_OVEREXP	control	C03_292
3824	0.0	293	C03	NDUFB8_MCLASS_OVEREXP	control	C03_293
3828	0.0	294	C03	NDUFB8_MCLASS_OVEREXP	control	C03_294
3832	0.0	295	C03	NDUFB8_MCLASS_OVEREXP	control	C03_295
3836	0.0	296	C03	NDUFB8_MCLASS_OVEREXP	control	C03_296
3840	0.0	297	C03	NDUFB8_MCLASS_OVEREXP	control	C03_297
3844	0.0	298	C03	NDUFB8_MCLASS_OVEREXP	control	C03_298
3848	0.0	299	C03	NDUFB8_MCLASS_OVEREXP	control	C03_299
3852	0.0	300	C03	NDUFB8_MCLASS_OVEREXP	control	C03_300
3856	0.0	301	C03	NDUFB8_MCLASS_OVEREXP	control	C03_301
3860	0.0	302	C03	NDUFB8_MCLASS_OVEREXP	control	C03_302
3864	0.0	303	C03	NDUFB8_MCLASS_OVEREXP	control	C03_303
3868	0.0	304	C03	NDUFB8_MCLASS_OVEREXP	control	C03_304
3872	0.0	305	C03	NDUFB8_MCLASS_OVEREXP	control	C03_305
3876	0.0	306	C03	NDUFB8_MCLASS_OVEREXP	control	C03_306
3880	0.0	307	C03	NDUFB8_MCLASS_OVEREXP	control	C03_307
3884	0.0	308	C03	NDUFB8_MCLASS_OVEREXP	control	C03_308
3888	0.0	309	C03	NDUFB8_MCLASS_OVEREXP	control	C03_309
3892	0.0	310	C03	NDUFB8_MCLASS_OVEREXP	control	C03_310
3896	0.0	311	C03	NDUFB8_MCLASS_OVEREXP	control	C03_311
3900	0.0	312	C03	NDUFB8_MCLASS_OVEREXP	control	C03_312
3904	0.0	313	C03	NDUFB8_MCLASS_OVEREXP	control	C03_313
3908	0.0	314	C03	NDUFB8_MCLASS_OVEREXP	control	C03_314
3912	0.0	315	C03	NDUFB8_MCLASS_OVEREXP	control	C03_315
3916	0.0	316	C03	NDUFB8_MCLASS_OVEREXP	control	C03_316
3920	0.0	317	C03	NDUFB8_MCLASS_OVEREXP	control	C03_317
3924	0.0	318	C03	NDUFB8_MCLASS_OVEREXP	control	C03_318
3928	0.0	319	C03	NDUFB8_MCLASS_OVEREXP	control	C03_319
3932	0.0	320	C03	NDUFB8_MCLASS_OVEREXP	control	C03_320
3936	0.0	321	C03	NDUFB8_MCLASS_OVEREXP	control	C03_321
3940	0.0	322	C03	NDUFB8_MCLASS_OVEREXP	control	C03_322
3944	0.0	323	C03	NDUFB8_MCLASS_OVEREXP	control	C03_323
3948	0.0	324	C03	NDUFB8_MCLASS_OVEREXP	control	C03_324
3952	0.0	325	C03	NDUFB8_MCLASS_OVEREXP	control	C03_325
3956	0.0	326	C03	NDUFB8_MCLASS_OVEREXP	control	C03_326
3960	0.0	327	C03	NDUFB8_MCLASS_OVEREXP	control	C03_327
3964	0.0	328	C03	NDUFB8_MCLASS_OVEREXP	control	C03_328
3968	0.0	329	C03	NDUFB8_MCLASS_OVEREXP	control	C03_329
3972	0.0	330	C03	NDUFB8_MCLASS_OVEREXP	control	C03_330
3976	0.0	331	C03	NDUFB8_MCLASS_OVEREXP	control	C03_331
3980	0.0	332	C03	NDUFB8_MCLASS_OVEREXP	control	C03_332
3984	0.0	333	C03	NDUFB8_MCLASS_OVEREXP	control	C03_333
3988	0.0	334	C03	NDUFB8_MCLASS_OVEREXP	control	C03_334
3992	0.0	335	C03	NDUFB8_MCLASS_OVEREXP	control	C03_335
3996	0.0	336	C03	NDUFB8_MCLASS_OVEREXP	control	C03_336
4000	0.0	337	C03	NDUFB8_MCLASS_OVEREXP	control	C03_337
4004	0.0	338	C03	NDUFB8_MCLASS_OVEREXP	control	C03_338
2655	0.0	1	C03	MTCO1_MCLASS_DEFICIENT	control	C03_1
2659	0.0	2	C03	MTCO1_MCLASS_DEFICIENT	control	C03_2
2663	0.0	3	C03	MTCO1_MCLASS_DEFICIENT	control	C03_3
2667	0.0	4	C03	MTCO1_MCLASS_DEFICIENT	control	C03_4
2671	0.0	5	C03	MTCO1_MCLASS_DEFICIENT	control	C03_5
2675	0.0	6	C03	MTCO1_MCLASS_DEFICIENT	control	C03_6
2679	0.0	7	C03	MTCO1_MCLASS_DEFICIENT	control	C03_7
2683	0.0	8	C03	MTCO1_MCLASS_DEFICIENT	control	C03_8
2687	0.0	9	C03	MTCO1_MCLASS_DEFICIENT	control	C03_9
2691	0.0	10	C03	MTCO1_MCLASS_DEFICIENT	control	C03_10
2695	0.0	11	C03	MTCO1_MCLASS_DEFICIENT	control	C03_11
2699	0.0	12	C03	MTCO1_MCLASS_DEFICIENT	control	C03_12
2703	0.0	13	C03	MTCO1_MCLASS_DEFICIENT	control	C03_13
2707	0.0	14	C03	MTCO1_MCLASS_DEFICIENT	control	C03_14
2711	0.0	15	C03	MTCO1_MCLASS_DEFICIENT	control	C03_15
2715	0.0	16	C03	MTCO1_MCLASS_DEFICIENT	control	C03_16
2719	0.0	17	C03	MTCO1_MCLASS_DEFICIENT	control	C03_17
2723	0.0	18	C03	MTCO1_MCLASS_DEFICIENT	control	C03_18
2727	0.0	19	C03	MTCO1_MCLASS_DEFICIENT	control	C03_19
2731	0.0	20	C03	MTCO1_MCLASS_DEFICIENT	control	C03_20
2735	0.0	21	C03	MTCO1_MCLASS_DEFICIENT	control	C03_21
2739	0.0	22	C03	MTCO1_MCLASS_DEFICIENT	control	C03_22
2743	0.0	23	C03	MTCO1_MCLASS_DEFICIENT	control	C03_23
2747	0.0	24	C03	MTCO1_MCLASS_DEFICIENT	control	C03_24
2751	0.0	25	C03	MTCO1_MCLASS_DEFICIENT	control	C03_25
2755	0.0	26	C03	MTCO1_MCLASS_DEFICIENT	control	C03_26
2759	0.0	27	C03	MTCO1_MCLASS_DEFICIENT	control	C03_27
2763	0.0	28	C03	MTCO1_MCLASS_DEFICIENT	control	C03_28
2767	0.0	29	C03	MTCO1_MCLASS_DEFICIENT	control	C03_29
2771	0.0	30	C03	MTCO1_MCLASS_DEFICIENT	control	C03_30
2775	0.0	31	C03	MTCO1_MCLASS_DEFICIENT	control	C03_31
2779	0.0	32	C03	MTCO1_MCLASS_DEFICIENT	control	C03_32
2783	0.0	33	C03	MTCO1_MCLASS_DEFICIENT	control	C03_33
2787	0.0	34	C03	MTCO1_MCLASS_DEFICIENT	control	C03_34
2791	0.0	35	C03	MTCO1_MCLASS_DEFICIENT	control	C03_35
2795	0.0	36	C03	MTCO1_MCLASS_DEFICIENT	control	C03_36
2799	0.0	37	C03	MTCO1_MCLASS_DEFICIENT	control	C03_37
2803	0.0	38	C03	MTCO1_MCLASS_DEFICIENT	control	C03_38
2807	0.0	39	C03	MTCO1_MCLASS_DEFICIENT	control	C03_39
2811	0.0	40	C03	MTCO1_MCLASS_DEFICIENT	control	C03_40
2815	0.0	41	C03	MTCO1_MCLASS_DEFICIENT	control	C03_41
2819	0.0	42	C03	MTCO1_MCLASS_DEFICIENT	control	C03_42
2823	0.0	43	C03	MTCO1_MCLASS_DEFICIENT	control	C03_43
2827	0.0	44	C03	MTCO1_MCLASS_DEFICIENT	control	C03_44
2831	0.0	45	C03	MTCO1_MCLASS_DEFICIENT	control	C03_45
2835	0.0	46	C03	MTCO1_MCLASS_DEFICIENT	control	C03_46
2839	0.0	47	C03	MTCO1_MCLASS_DEFICIENT	control	C03_47
2843	0.0	48	C03	MTCO1_MCLASS_DEFICIENT	control	C03_48
2847	0.0	49	C03	MTCO1_MCLASS_DEFICIENT	control	C03_49
2851	0.0	50	C03	MTCO1_MCLASS_DEFICIENT	control	C03_50
2855	0.0	51	C03	MTCO1_MCLASS_DEFICIENT	control	C03_51
2859	0.0	52	C03	MTCO1_MCLASS_DEFICIENT	control	C03_52
2863	0.0	53	C03	MTCO1_MCLASS_DEFICIENT	control	C03_53
2867	0.0	54	C03	MTCO1_MCLASS_DEFICIENT	control	C03_54
2871	0.0	55	C03	MTCO1_MCLASS_DEFICIENT	control	C03_55
2875	0.0	56	C03	MTCO1_MCLASS_DEFICIENT	control	C03_56
2879	0.0	57	C03	MTCO1_MCLASS_DEFICIENT	control	C03_57
2883	0.0	58	C03	MTCO1_MCLASS_DEFICIENT	control	C03_58
2887	0.0	59	C03	MTCO1_MCLASS_DEFICIENT	control	C03_59
2891	0.0	60	C03	MTCO1_MCLASS_DEFICIENT	control	C03_60
2895	0.0	61	C03	MTCO1_MCLASS_DEFICIENT	control	C03_61
2899	0.0	62	C03	MTCO1_MCLASS_DEFICIENT	control	C03_62
2903	0.0	63	C03	MTCO1_MCLASS_DEFICIENT	control	C03_63
2907	0.0	64	C03	MTCO1_MCLASS_DEFICIENT	control	C03_64
2911	0.0	65	C03	MTCO1_MCLASS_DEFICIENT	control	C03_65
2915	0.0	66	C03	MTCO1_MCLASS_DEFICIENT	control	C03_66
2919	0.0	67	C03	MTCO1_MCLASS_DEFICIENT	control	C03_67
2923	0.0	68	C03	MTCO1_MCLASS_DEFICIENT	control	C03_68
2927	0.0	69	C03	MTCO1_MCLASS_DEFICIENT	control	C03_69
2931	0.0	70	C03	MTCO1_MCLASS_DEFICIENT	control	C03_70
2935	0.0	71	C03	MTCO1_MCLASS_DEFICIENT	control	C03_71
2939	0.0	72	C03	MTCO1_MCLASS_DEFICIENT	control	C03_72
2943	0.0	73	C03	MTCO1_MCLASS_DEFICIENT	control	C03_73
2947	0.0	74	C03	MTCO1_MCLASS_DEFICIENT	control	C03_74
2951	0.0	75	C03	MTCO1_MCLASS_DEFICIENT	control	C03_75
2955	0.0	76	C03	MTCO1_MCLASS_DEFICIENT	control	C03_76
2959	0.0	77	C03	MTCO1_MCLASS_DEFICIENT	control	C03_77
2963	0.0	78	C03	MTCO1_MCLASS_DEFICIENT	control	C03_78
2967	0.0	79	C03	MTCO1_MCLASS_DEFICIENT	control	C03_79
2971	0.0	80	C03	MTCO1_MCLASS_DEFICIENT	control	C03_80
2975	0.0	81	C03	MTCO1_MCLASS_DEFICIENT	control	C03_81
2979	0.0	82	C03	MTCO1_MCLASS_DEFICIENT	control	C03_82
2983	0.0	83	C03	MTCO1_MCLASS_DEFICIENT	control	C03_83
2987	0.0	84	C03	MTCO1_MCLASS_DEFICIENT	control	C03_84
2991	0.0	85	C03	MTCO1_MCLASS_DEFICIENT	control	C03_85
2995	0.0	86	C03	MTCO1_MCLASS_DEFICIENT	control	C03_86
2999	0.0	87	C03	MTCO1_MCLASS_DEFICIENT	control	C03_87
3003	0.0	88	C03	MTCO1_MCLASS_DEFICIENT	control	C03_88
3007	0.0	89	C03	MTCO1_MCLASS_DEFICIENT	control	C03_89
3011	0.0	90	C03	MTCO1_MCLASS_DEFICIENT	control	C03_90
3015	0.0	91	C03	MTCO1_MCLASS_DEFICIENT	control	C03_91
3019	0.0	92	C03	MTCO1_MCLASS_DEFICIENT	control	C03_92
3023	0.0	93	C03	MTCO1_MCLASS_DEFICIENT	control	C03_93
3027	0.0	94	C03	MTCO1_MCLASS_DEFICIENT	control	C03_94
3031	0.0	95	C03	MTCO1_MCLASS_DEFICIENT	control	C03_95
3035	0.0	96	C03	MTCO1_MCLASS_DEFICIENT	control	C03_96
3039	0.0	97	C03	MTCO1_MCLASS_DEFICIENT	control	C03_97
3043	0.0	98	C03	MTCO1_MCLASS_DEFICIENT	control	C03_98
3047	0.0	99	C03	MTCO1_MCLASS_DEFICIENT	control	C03_99
3051	0.0	100	C03	MTCO1_MCLASS_DEFICIENT	control	C03_100
3055	0.0	101	C03	MTCO1_MCLASS_DEFICIENT	control	C03_101
3059	0.0	102	C03	MTCO1_MCLASS_DEFICIENT	control	C03_102
3063	0.0	103	C03	MTCO1_MCLASS_DEFICIENT	control	C03_103
3067	0.0	104	C03	MTCO1_MCLASS_DEFICIENT	control	C03_104
3071	0.0	105	C03	MTCO1_MCLASS_DEFICIENT	control	C03_105
3075	0.0	106	C03	MTCO1_MCLASS_DEFICIENT	control	C03_106
3079	0.0	107	C03	MTCO1_MCLASS_DEFICIENT	control	C03_107
3083	0.0	108	C03	MTCO1_MCLASS_DEFICIENT	control	C03_108
3087	0.0	109	C03	MTCO1_MCLASS_DEFICIENT	control	C03_109
3091	0.0	110	C03	MTCO1_MCLASS_DEFICIENT	control	C03_110
3095	0.0	111	C03	MTCO1_MCLASS_DEFICIENT	control	C03_111
3099	0.0	112	C03	MTCO1_MCLASS_DEFICIENT	control	C03_112
3103	0.0	113	C03	MTCO1_MCLASS_DEFICIENT	control	C03_113
3107	0.0	114	C03	MTCO1_MCLASS_DEFICIENT	control	C03_114
3111	0.0	115	C03	MTCO1_MCLASS_DEFICIENT	control	C03_115
3115	0.0	116	C03	MTCO1_MCLASS_DEFICIENT	control	C03_116
3119	0.0	117	C03	MTCO1_MCLASS_DEFICIENT	control	C03_117
3123	0.0	118	C03	MTCO1_MCLASS_DEFICIENT	control	C03_118
3127	0.0	119	C03	MTCO1_MCLASS_DEFICIENT	control	C03_119
3131	0.0	120	C03	MTCO1_MCLASS_DEFICIENT	control	C03_120
3135	0.0	121	C03	MTCO1_MCLASS_DEFICIENT	control	C03_121
3139	0.0	122	C03	MTCO1_MCLASS_DEFICIENT	control	C03_122
3143	0.0	123	C03	MTCO1_MCLASS_DEFICIENT	control	C03_123
3147	0.0	124	C03	MTCO1_MCLASS_DEFICIENT	control	C03_124
3151	0.0	125	C03	MTCO1_MCLASS_DEFICIENT	control	C03_125
3155	0.0	126	C03	MTCO1_MCLASS_DEFICIENT	control	C03_126
3159	0.0	127	C03	MTCO1_MCLASS_DEFICIENT	control	C03_127
3163	0.0	128	C03	MTCO1_MCLASS_DEFICIENT	control	C03_128
3167	0.0	129	C03	MTCO1_MCLASS_DEFICIENT	control	C03_129
3171	0.0	130	C03	MTCO1_MCLASS_DEFICIENT	control	C03_130
3175	0.0	131	C03	MTCO1_MCLASS_DEFICIENT	control	C03_131
3179	0.0	132	C03	MTCO1_MCLASS_DEFICIENT	control	C03_132
3183	0.0	133	C03	MTCO1_MCLASS_DEFICIENT	control	C03_133
3187	0.0	134	C03	MTCO1_MCLASS_DEFICIENT	control	C03_134
3191	0.0	135	C03	MTCO1_MCLASS_DEFICIENT	control	C03_135
3195	0.0	136	C03	MTCO1_MCLASS_DEFICIENT	control	C03_136
3199	0.0	137	C03	MTCO1_MCLASS_DEFICIENT	control	C03_137
3203	0.0	138	C03	MTCO1_MCLASS_DEFICIENT	control	C03_138
3207	0.0	139	C03	MTCO1_MCLASS_DEFICIENT	control	C03_139
3211	0.0	140	C03	MTCO1_MCLASS_DEFICIENT	control	C03_140
3215	0.0	141	C03	MTCO1_MCLASS_DEFICIENT	control	C03_141
3219	0.0	142	C03	MTCO1_MCLASS_DEFICIENT	control	C03_142
3223	0.0	143	C03	MTCO1_MCLASS_DEFICIENT	control	C03_143
3227	0.0	144	C03	MTCO1_MCLASS_DEFICIENT	control	C03_144
3231	0.0	145	C03	MTCO1_MCLASS_DEFICIENT	control	C03_145
3235	0.0	146	C03	MTCO1_MCLASS_DEFICIENT	control	C03_146
3239	0.0	147	C03	MTCO1_MCLASS_DEFICIENT	control	C03_147
3243	0.0	148	C03	MTCO1_MCLASS_DEFICIENT	control	C03_148
3247	0.0	149	C03	MTCO1_MCLASS_DEFICIENT	control	C03_149
3251	0.0	150	C03	MTCO1_MCLASS_DEFICIENT	control	C03_150
3255	0.0	151	C03	MTCO1_MCLASS_DEFICIENT	control	C03_151
3259	0.0	152	C03	MTCO1_MCLASS_DEFICIENT	control	C03_152
3263	0.0	153	C03	MTCO1_MCLASS_DEFICIENT	control	C03_153
3267	0.0	154	C03	MTCO1_MCLASS_DEFICIENT	control	C03_154
3271	0.0	155	C03	MTCO1_MCLASS_DEFICIENT	control	C03_155
3275	0.0	156	C03	MTCO1_MCLASS_DEFICIENT	control	C03_156
3279	0.0	157	C03	MTCO1_MCLASS_DEFICIENT	control	C03_157
3283	0.0	158	C03	MTCO1_MCLASS_DEFICIENT	control	C03_158
3287	0.0	159	C03	MTCO1_MCLASS_DEFICIENT	control	C03_159
3291	0.0	160	C03	MTCO1_MCLASS_DEFICIENT	control	C03_160
3295	0.0	161	C03	MTCO1_MCLASS_DEFICIENT	control	C03_161
3299	0.0	162	C03	MTCO1_MCLASS_DEFICIENT	control	C03_162
3303	0.0	163	C03	MTCO1_MCLASS_DEFICIENT	control	C03_163
3307	0.0	164	C03	MTCO1_MCLASS_DEFICIENT	control	C03_164
3311	0.0	165	C03	MTCO1_MCLASS_DEFICIENT	control	C03_165
3315	0.0	166	C03	MTCO1_MCLASS_DEFICIENT	control	C03_166
3319	0.0	167	C03	MTCO1_MCLASS_DEFICIENT	control	C03_167
3323	0.0	168	C03	MTCO1_MCLASS_DEFICIENT	control	C03_168
3327	0.0	169	C03	MTCO1_MCLASS_DEFICIENT	control	C03_169
3331	0.0	170	C03	MTCO1_MCLASS_DEFICIENT	control	C03_170
3335	0.0	171	C03	MTCO1_MCLASS_DEFICIENT	control	C03_171
3339	0.0	172	C03	MTCO1_MCLASS_DEFICIENT	control	C03_172
3343	0.0	173	C03	MTCO1_MCLASS_DEFICIENT	control	C03_173
3347	0.0	174	C03	MTCO1_MCLASS_DEFICIENT	control	C03_174
3351	0.0	175	C03	MTCO1_MCLASS_DEFICIENT	control	C03_175
3355	0.0	176	C03	MTCO1_MCLASS_DEFICIENT	control	C03_176
3359	0.0	177	C03	MTCO1_MCLASS_DEFICIENT	control	C03_177
3363	0.0	178	C03	MTCO1_MCLASS_DEFICIENT	control	C03_178
3367	0.0	179	C03	MTCO1_MCLASS_DEFICIENT	control	C03_179
3371	0.0	180	C03	MTCO1_MCLASS_DEFICIENT	control	C03_180
3375	0.0	181	C03	MTCO1_MCLASS_DEFICIENT	control	C03_181
3379	0.0	182	C03	MTCO1_MCLASS_DEFICIENT	control	C03_182
3383	0.0	183	C03	MTCO1_MCLASS_DEFICIENT	control	C03_183
3387	0.0	184	C03	MTCO1_MCLASS_DEFICIENT	control	C03_184
3391	0.0	185	C03	MTCO1_MCLASS_DEFICIENT	control	C03_185
3395	0.0	186	C03	MTCO1_MCLASS_DEFICIENT	control	C03_186
3399	0.0	187	C03	MTCO1_MCLASS_DEFICIENT	control	C03_187
3403	0.0	188	C03	MTCO1_MCLASS_DEFICIENT	control	C03_188
3407	0.0	189	C03	MTCO1_MCLASS_DEFICIENT	control	C03_189
3411	0.0	190	C03	MTCO1_MCLASS_DEFICIENT	control	C03_190
3415	0.0	191	C03	MTCO1_MCLASS_DEFICIENT	control	C03_191
3419	0.0	192	C03	MTCO1_MCLASS_DEFICIENT	control	C03_192
3423	0.0	193	C03	MTCO1_MCLASS_DEFICIENT	control	C03_193
3427	0.0	194	C03	MTCO1_MCLASS_DEFICIENT	control	C03_194
3431	0.0	195	C03	MTCO1_MCLASS_DEFICIENT	control	C03_195
3435	0.0	196	C03	MTCO1_MCLASS_DEFICIENT	control	C03_196
3439	0.0	197	C03	MTCO1_MCLASS_DEFICIENT	control	C03_197
3443	0.0	198	C03	MTCO1_MCLASS_DEFICIENT	control	C03_198
3447	0.0	199	C03	MTCO1_MCLASS_DEFICIENT	control	C03_199
3451	0.0	200	C03	MTCO1_MCLASS_DEFICIENT	control	C03_200
3455	0.0	201	C03	MTCO1_MCLASS_DEFICIENT	control	C03_201
3459	0.0	202	C03	MTCO1_MCLASS_DEFICIENT	control	C03_202
3463	0.0	203	C03	MTCO1_MCLASS_DEFICIENT	control	C03_203
3467	0.0	204	C03	MTCO1_MCLASS_DEFICIENT	control	C03_204
3471	0.0	205	C03	MTCO1_MCLASS_DEFICIENT	control	C03_205
3475	0.0	206	C03	MTCO1_MCLASS_DEFICIENT	control	C03_206
3479	0.0	207	C03	MTCO1_MCLASS_DEFICIENT	control	C03_207
3483	0.0	208	C03	MTCO1_MCLASS_DEFICIENT	control	C03_208
3487	0.0	209	C03	MTCO1_MCLASS_DEFICIENT	control	C03_209
3491	0.0	210	C03	MTCO1_MCLASS_DEFICIENT	control	C03_210
3495	0.0	211	C03	MTCO1_MCLASS_DEFICIENT	control	C03_211
3499	0.0	212	C03	MTCO1_MCLASS_DEFICIENT	control	C03_212
3503	0.0	213	C03	MTCO1_MCLASS_DEFICIENT	control	C03_213
3507	0.0	214	C03	MTCO1_MCLASS_DEFICIENT	control	C03_214
3511	0.0	215	C03	MTCO1_MCLASS_DEFICIENT	control	C03_215
3515	0.0	216	C03	MTCO1_MCLASS_DEFICIENT	control	C03_216
3519	0.0	217	C03	MTCO1_MCLASS_DEFICIENT	control	C03_217
3523	0.0	218	C03	MTCO1_MCLASS_DEFICIENT	control	C03_218
3527	0.0	219	C03	MTCO1_MCLASS_DEFICIENT	control	C03_219
3531	0.0	220	C03	MTCO1_MCLASS_DEFICIENT	control	C03_220
3535	0.0	221	C03	MTCO1_MCLASS_DEFICIENT	control	C03_221
3539	0.0	222	C03	MTCO1_MCLASS_DEFICIENT	control	C03_222
3543	0.0	223	C03	MTCO1_MCLASS_DEFICIENT	control	C03_223
3547	0.0	224	C03	MTCO1_MCLASS_DEFICIENT	control	C03_224
3551	0.0	225	C03	MTCO1_MCLASS_DEFICIENT	control	C03_225
3555	0.0	226	C03	MTCO1_MCLASS_DEFICIENT	control	C03_226
3559	0.0	227	C03	MTCO1_MCLASS_DEFICIENT	control	C03_227
3563	0.0	228	C03	MTCO1_MCLASS_DEFICIENT	control	C03_228
3567	0.0	229	C03	MTCO1_MCLASS_DEFICIENT	control	C03_229
3571	0.0	230	C03	MTCO1_MCLASS_DEFICIENT	control	C03_230
3575	0.0	231	C03	MTCO1_MCLASS_DEFICIENT	control	C03_231
3579	0.0	232	C03	MTCO1_MCLASS_DEFICIENT	control	C03_232
3583	0.0	233	C03	MTCO1_MCLASS_DEFICIENT	control	C03_233
3587	0.0	234	C03	MTCO1_MCLASS_DEFICIENT	control	C03_234
3591	0.0	235	C03	MTCO1_MCLASS_DEFICIENT	control	C03_235
3595	0.0	236	C03	MTCO1_MCLASS_DEFICIENT	control	C03_236
3599	0.0	237	C03	MTCO1_MCLASS_DEFICIENT	control	C03_237
3603	0.0	238	C03	MTCO1_MCLASS_DEFICIENT	control	C03_238
3607	0.0	239	C03	MTCO1_MCLASS_DEFICIENT	control	C03_239
3611	0.0	240	C03	MTCO1_MCLASS_DEFICIENT	control	C03_240
3615	0.0	241	C03	MTCO1_MCLASS_DEFICIENT	control	C03_241
3619	0.0	242	C03	MTCO1_MCLASS_DEFICIENT	control	C03_242
3623	0.0	243	C03	MTCO1_MCLASS_DEFICIENT	control	C03_243
3627	0.0	244	C03	MTCO1_MCLASS_DEFICIENT	control	C03_244
3631	0.0	245	C03	MTCO1_MCLASS_DEFICIENT	control	C03_245
3635	0.0	246	C03	MTCO1_MCLASS_DEFICIENT	control	C03_246
